token	corpus size	all contexts size	frequency	co-frequency	specificity
показывает	36950	13043	10	5	0.81
судит	36950	13043	10	5	0.81
оценивать	36950	13043	10	5	0.81
тогда	36950	13043	23	9	0.80
помощью	36950	13043	13	6	0.80
общество	36950	13043	13	6	0.80
человеческой	36950	13043	13	6	0.80
способность	36950	13043	24	8	0.78
моральных	36950	13043	17	7	0.77
На	36950	13043	17	7	0.77
нельзя	36950	13043	21	8	0.77
нравственности	36950	13043	21	7	0.75
врожденное	36950	13043	5	3	0.73
получить	36950	13043	5	3	0.73
приятно	36950	13043	5	3	0.73
добрые	36950	13043	5	3	0.73
раскаяние	36950	13043	5	3	0.73
обычно	36950	13043	5	3	0.73
элементов	36950	13043	5	3	0.73
долга	36950	13043	5	3	0.73
корень	36950	13043	5	3	0.73
изначально	36950	13043	5	3	0.73
другого	36950	13043	5	3	0.73
послании	36950	13043	5	3	0.73
хочет	36950	13043	5	3	0.73
благо	36950	13043	5	3	0.73
важнее	36950	13043	5	3	0.73
веру	36950	13043	5	3	0.73
собственные	36950	13043	5	3	0.73
качества	36950	13043	5	3	0.73
прислушиваться	36950	13043	5	3	0.73
простыми	36950	13043	5	3	0.73
Важно	36950	13043	5	3	0.73
отличать	36950	13043	5	3	0.73
человечества	36950	13043	5	3	0.73
время	36950	13043	20	7	0.73
У	36950	13043	19	7	0.73
законам	36950	13043	11	5	0.73
прямо	36950	13043	11	5	0.73
Я	36950	13043	11	5	0.73
мир	36950	13043	11	5	0.73
позволяет	36950	13043	11	5	0.73
наказывает	36950	13043	8	4	0.72
взрослых	36950	13043	8	4	0.72
сущности	36950	13043	8	4	0.72
какой-то	36950	13043	8	4	0.72
связи	36950	13043	8	4	0.72
страстей	36950	13043	8	4	0.72
страха	36950	13043	8	4	0.72
Чтобы	36950	13043	8	4	0.72
поскольку	36950	13043	8	4	0.72
действие	36950	13043	15	6	0.72
По	36950	13043	18	6	0.71
каждый	36950	13043	18	6	0.71
один	36950	13043	17	6	0.70
нужно	36950	13043	17	6	0.70
нашей	36950	13043	17	6	0.70
плохо	36950	13043	16	6	0.70
вместе	36950	13043	12	5	0.69
внутренним	36950	13043	12	5	0.69
самостоятельно	36950	13043	12	5	0.69
Например	36950	13043	13	5	0.66
проблема	36950	13043	13	5	0.66
например	36950	13043	13	5	0.66
мира	36950	13043	14	5	0.66
вопросы	36950	13043	13	4	0.66
нравственным	36950	13043	13	4	0.66
Божией	36950	13043	13	4	0.66
человеком	36950	13043	13	4	0.66
правила	36950	13043	13	4	0.66
Ведь	36950	13043	13	4	0.66
убедить	36950	13043	9	4	0.65
свет	36950	13043	9	4	0.65
вопрос	36950	13043	9	4	0.65
судья	36950	13043	9	4	0.65
нечто	36950	13043	9	4	0.65
совершает	36950	13043	9	4	0.65
таким	36950	13043	9	4	0.65
определить	36950	13043	9	4	0.65
поступает	36950	13043	9	4	0.65
требует	36950	13043	9	4	0.65
духовная	36950	13043	9	4	0.65
наказания	36950	13043	9	4	0.65
мучить	36950	13043	9	4	0.65
решения	36950	13043	12	4	0.63
спастись	36950	13043	6	3	0.62
грехов	36950	13043	6	3	0.62
любовь	36950	13043	6	3	0.62
Кант	36950	13043	6	3	0.62
имеют	36950	13043	6	3	0.62
идти	36950	13043	6	3	0.62
эмоции	36950	13043	6	3	0.62
силу	36950	13043	6	3	0.62
состоянии	36950	13043	6	3	0.62
сторона	36950	13043	6	3	0.62
право	36950	13043	6	3	0.62
здесь	36950	13043	6	3	0.62
бывает	36950	13043	6	3	0.62
добрую	36950	13043	6	3	0.62
влиянием	36950	13043	6	3	0.62
привести	36950	13043	6	3	0.62
стать	36950	13043	6	3	0.62
зло	36950	13043	6	3	0.62
осознание	36950	13043	6	3	0.62
удовлетворения	36950	13043	6	3	0.62
согласии	36950	13043	6	3	0.62
Писание	36950	13043	6	3	0.62
такого	36950	13043	6	3	0.62
многие	36950	13043	6	3	0.62
из-за	36950	13043	6	3	0.62
вовсе	36950	13043	6	3	0.62
глубоко	36950	13043	6	3	0.62
должна	36950	13043	6	3	0.62
справедливости	36950	13043	6	3	0.62
пред	36950	13043	6	3	0.62
Тут	36950	13043	6	3	0.62
покаянием	36950	13043	6	3	0.62
определяет	36950	13043	10	4	0.62
друг	36950	13043	10	4	0.62
просто	36950	13043	10	4	0.62
состоит	36950	13043	10	4	0.62
тонкое	36950	13043	3	2	0.62
последнее	36950	13043	3	2	0.62
наименование	36950	13043	3	2	0.62
отличительное	36950	13043	3	2	0.62
писанным	36950	13043	3	2	0.62
счастья	36950	13043	3	2	0.62
